investor,investee,mount,pre_investor,pre_investee,pre_mount,sentence
0,1,0,0,1,0,SkylineAI技术能够分析大量影响房地产交易的数据，并将释放出其中数十亿美元的未开发价值
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,总部位于印度班加罗尔的小微物流初创公司DailyNinja宣布完成了一笔300万美元的新一轮融资，领投方为SaamaCapital，此前曾投资过该公司的红杉资本也参与了本轮融资
1,0,0,1,1,0,去年十月，该公司获得了红杉资本投资的一笔150万美元的A轮融资
1,0,0,1,1,0,值得注意的是，这是红杉资本第一次在物流交付服务领域里投资
0,0,0,0,0,0,得益于本轮最新融资，该公司将会加大在班加罗尔和海得拉巴的业务投入，每天为2.5万户客户提供牛奶和食品杂货速递服务
0,0,0,0,0,0,此外，该公司还透露将会把业务拓展到古尔冈地区
0,0,0,0,0,0,不仅如此，该公司还计划增加更多产品，以提升客户体验
0,1,0,0,1,0,DailyNinja公司成立于三年前，两位联合创始人分别是SagarYarnalkar和AnuragGupta，他们希望帮助用户订购牛奶、面包、鸡蛋、豆腐、面糊、芝士和水罐等日常必需品
0,0,0,0,0,0,该公司表示，他们的目标是在未来的十二个月时间内，将日均交易量增长到十万笔
0,0,0,0,1,0,另一方面，在牛奶和食品杂货物流交付服务领域，DailyNinja还需要面对不少竞争对手，包括古尔冈的Milkbasket，班加罗尔的Doodhwala和SuprDaily以及浦那的RainCan
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,总部位于印度孟买的冷压果汁生产商RawPressery宣布完成了一笔1000万美元的新一轮融资，投资方包括此前曾投资过该公司的红杉资本、SaamaCapital和DSGConsumerPartners
0,1,0,0,0,0,去年十月，这三家风投公司曾对RawPressery公司投资了600万美元
0,0,0,0,0,0,该公司表示，他们计划利用这笔最新融资扩大国际影响力，预计明年将会进军新加坡和吉隆坡等东南亚国家城市
0,0,0,0,0,0,此外，该公司目前正在西亚建设工厂，最近将会在卡塔尔、阿布扎比和迪拜启动业务
0,0,0,0,0,0,该公司成立于五年前，创始人是AnujRakyan，截至目前的融资总金额已经达到了15.2亿卢比
0,0,0,0,0,0,该公司主要提供优质冷压果汁和冰沙产品，在印度设有超过两千家零售网点，他们希望在下一财年将零售网络增加到六千家
0,0,0,0,0,0,现阶段，其印度市场的业务覆盖城市主要包括孟买、德里、班加罗尔、浦那、古尔冈、海得拉巴、金奈等地
,,,,,,;;;;;;;;;;
1,1,1,1,1,0,近日，新加坡时尚、美妆和生活方式电商初创公司Zilingo宣布，完成了由Sofina、BurdaPrincipalInvestments及红杉资本印度领投的5400万美元C轮融资
1,0,0,0,0,0,参与本轮融资的还有AmadeusCapital及部分现有投资方，包括
1,0,0,0,0,0,TimDraper、SIG、Venturra、Beenext、ManikArora等
0,1,0,0,1,0,截止至目前，公司已累计获得8200万美元融资，2017年9月，Zilingo完成了1700万美元B轮融资
0,1,0,0,1,0,Zilingo表示，计划利用C轮融资推动公司进一步增长，并扩张至全球市场，包括在印尼等市场投放更多广告，进军菲律宾市场等
0,1,0,0,1,0,AnkitiBose表示，Zilingo很有可能于2019年6月开始盈利
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,腾讯科技讯据外媒报道，一家名为CobaltRobotics的初创公司正在开发一种能够用于写字楼、数据中心或医院等商业性建筑的安保机器人
0,0,0,0,0,0,这种机器人可以帮助企业客户省下人力保安方面的开支
0,0,0,0,0,0,据市场研究公司StratisticsMRC的行业研究显示，2016年美国企业在实体安保上的开支接近680亿美元，预计到2022年时这一数据将超过1250亿美元，其中很大一部分将用于室内人力保安
0,0,0,0,0,0,CNBC采访了该公司首席执行官兼联合创始人特拉维斯-德伊尔TravisDeyle，并在YvesBehar的设计工作室FuseProject看到了这种安保机器人
0,0,0,0,0,0,Fuse工作室协助设计了Cobalt安保机器人的外观和感觉
0,0,0,0,0,0,这种安保机器人更像是一种消费硬件，而不是一件办公设备
0,1,0,0,0,0,德伊尔在2016年创立CobaltRobotics公司，之前他曾在谷歌的测试实验室GoogleX参与过智能隐形眼镜项目的研发工作
0,0,0,0,0,0,GoogleX曾经包括一项大型机器人业务，但是德伊尔并没有参与那项业务，他那时正在努力开拓自己的眼界
0,0,0,0,0,0,当他离开GoogleX的时候，他想建立一些纯软件业务，避开制造硬件的成本
0,0,0,0,0,0,但在与首席技术官埃里克-苏伦茨ErikSchluntz合作后，他重新爱上了机器人
0,0,0,0,0,0,苏伦茨也是一名工程师，为了追逐创业梦想而拒绝了SpaceX提供给他的一个工作机会
0,0,0,0,0,0,德伊尔解释说
0,0,0,0,0,0,我们的系统可以同时为一个人提供对整个空间的情景感知
0,0,0,0,0,0,我们的想法是，让机器人去做它们最擅长的事情，同时让人们也去做他们最擅长的事情
0,0,0,0,0,0,Cobalt机器人可以扫描员工或访客的徽章
0,0,0,0,0,0,检测被打开的门、漏水、溢出物或侵入物
0,0,0,0,0,0,当他们感觉到建筑物里的异常情况时，就可以向安全专家发出警报，如果有必要的话，安全专家就会派人去巡逻
1,1,1,0,0,0,这是CobaltRobotics的A轮融资，规模为1300万美元，牵头的投资者是红杉资本，后者的合伙人阿尔弗雷德-林AlfredLin将加入这家初创公司的董事会
0,0,0,0,0,0,林表示，他支持CobaltRobotics是因为这家公司的机器人可以帮助企业客户保证员工和设备的实体安全，而不用像监控摄像头那样时时刻刻监视他们
0,0,0,0,0,0,林说，在发生了可怕的大规模枪击事件和其他相关事件后，商业建筑经营者一直承受着压力，需要增加安保力量，但是并不总是能负担得起招聘大量全职保安的成本
0,0,0,0,0,0,他认为，Cobalt的机器人可以帮助大型企业和组织填补这个缺口
0,1,0,0,0,0,CobaltRobotics的另一位早期投资者StormVentures的合伙人保罗-维拉德PaulWillard称，他预计公司将把本轮融资得到的新资金用于招聘新人才、生产和开发新功能
1,0,0,0,0,0,创始人基金FoundersFund、BloombergBeta和其他投资者也参与了本轮融资
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,SkylineAI是一家以色列初创公司，利用机器学习帮助房地产投资者识别有前景的房产
1,0,1,1,1,1,今日，公司宣布已从红杉资本获得了300万美元的种子资金
0,0,0,0,0,0,本轮融资将用于公司建立技术平台，并聘请数据科学和机器学习专家
0,1,0,0,1,0,SkylineAI成立于2017年，总部位于以色列特拉维夫
0,0,0,0,0,0,公司预测未来房地产价值，并分析房地产市场，帮助投资者做出重要决策，例如何时筹集租金、翻新或出售
0,1,0,0,1,0,联合创始人兼CEOGuyZipori介绍，SkylineAI的创始团队包括首席技术官OrHiltch，首席营收官IriAmirav和执行主席AmirLeitersdorf多年来在人工智能领域深耕，所服务的行业包括安全、医疗保健和在线视频
0,0,0,0,0,0,在离开此前的公司后，这四位创始人决定挖掘新的投资机会
0,0,0,0,0,0,他们想要探索商业地产，但是Zipori发现这个技术在这个领域内的探索还十分有限
0,0,0,0,0,0,Zipori指出，虽然越来越多的行业开始使用数据科学和AI以节省时间并作做出复杂的决策，但是房地产行业的投资者仍然依赖Excel电子表格、过时的市场数据和他们的直觉
0,1,0,0,0,0,SkylineAI希望通过技术训练，利用超过130个数据源，分析过去50年中每个数据资产的一万多个属性
0,1,0,0,0,0,SkylineAI的技术会将所有信息汇编到数据库中，并交叉引用所有信息以找出差异，从而找出哪些信息最准确
0,0,0,0,0,0,Zipori表示
0,0,0,0,0,0,我们发现从不同来源搜集的资产数据通常是不相似的，这意味着在某些情况下，关于大宗交易的决定是基于不良数据做出的
0,1,0,0,0,0,SkylineAI系统的一个好处是它能够考虑难以包含在Excel表格和其他传统数据汇总方法中的变量
0,0,0,0,0,0,这在房地产行业中很重要，因为影响房产价值的因素很多，会影响其租金、入住率、维护成本和未来价值
1,0,0,0,0,0,红杉资本合伙人HaimSadger在一份声明中表示
0,0,0,0,0,0,在过去几年，我们已经能看到AI在一些传统行业中的应用，AI技术在房地产行业的影响也不能被低估
0,1,0,0,0,0,SkylineAI技术能够深入分析影响房地产交易的各种数据，有望释放行业内数十亿美元的未开发价值
,,,,,,;;;;;;;;;;
1,1,1,1,1,0,据外媒entrackr消息，根据印度企业注册署RoC披露的文件显示，在线汽车搜索平台CarDekho宣布完成了一笔250万美元的B轮融资，投资方为知名风投红杉资本
0,0,0,0,0,0,大约两年前，该公司还曾获得了由谷歌资本领头的1500万美元融资
0,0,0,0,0,0,截至目前，该公司的融资总金额已经达到了7500万美元，投资方包括印度行业巨头RatanTata、TimesInternet、HDFCBank、HillhouseCapital、TybourneCapital以及日本领先的广告公司DentsuInc.
0,0,0,0,0,0,该公司总部位于印度斋普尔，两位联合创始人分别是AmitJain和AnuragJain，2016财年收入达到了1000万美元，总支出为2600万美元
0,0,0,0,0,0,行业专家认为，印度二手车市场拥有巨大机遇，因为超过八成的市场参与者都是无组织的
0,0,0,0,0,0,此外，预计到2022年，印度二手车市场规模将达到600亿美元左右
0,1,0,0,0,0,根据CarDekho公司透露，他们希望保持5%的年增长率持续发展
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,截至目前，该公司的融资总金额已经达到了6400万美元
0,0,0,0,0,0,据外媒消息
0,1,1,1,1,0,Wechuangye了解到，基因组诊断研究公司MedGenomeLabs宣布完成了一笔4000万美元的C轮融资
0,0,0,0,0,0,截至目前，该公司的融资总金额已经达到了6400万美元
0,1,0,0,1,0,Wechuangye了解到，MedGenomeLabs公司成立于2015年，旨在减轻遗传疾病治疗的负担，并帮助临床医师做出更精准的医学判断
1,0,0,0,0,0,实际上，本轮融资从去年八月就开始了，当时该公司募集到了合3000万美元的融资，投资方为红杉资本和SofinaSA
1,0,0,0,1,0,不过这轮融资一直没有全部完成，直到最近，HDFCLtd联合旗下保险机构HDFCLife和资产管理公司HDFCAssetManagement共同投资了1000万美元，才将这笔C轮融资完成
0,0,0,0,0,0,据悉，该公司已经完成了超过10万次基因组测试，还进行了关键基因检测，如非侵入性产前筛查NIPT和新出生的基因检测
0,0,0,0,0,0,得益于这笔最新融资，他们计划将服务拓展到印度二、三线城市，为当地医院和遗传中心提供临床支持，让患者和医生能够做出更明智的决策
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,CapillaryTechnologies是一家印度新兴企业，帮助电子商务企业管理其营销和客户业务，从现有投资者华平WarburgPincus和红杉资本Sequoia手中筹得了2000万美元的新资金
0,0,0,0,0,0,该公司表示，计划利用这笔资金开发其产品和研发，其中包括将重点放在快速移动的消费品FMCG领域，在那里它与品牌直接在营销和电子商务方面合作
0,0,0,0,0,0,该公司补充称，近三分之二的资金将用于开发人工智能AI技术
0,1,0,1,1,0,CapillaryTechnologies为大型零售商提供了一系列基于Saas的服务，包括消费者行为追踪、参与、移动商务和忠诚度计划
0,0,0,0,0,0,这家初创公司表示，它已经与超过2万5000家商店合作，其中包括300个大牌品牌，如肯德基、沃尔玛和三星在印度和其他地区的分支
0,0,0,0,0,0,该公司在印度、东南亚、中东、中国和南非设有11个办事处
0,0,0,0,0,0,有了这笔新资金，该公司计划在广州和北京开设更多的中国办事处
0,0,0,0,0,0,公司首席执行官兼联合创始人AneeshReddy在一份声明中证实，公司还计划扩大在中东和东南亚的业务，该公司在阿联酋、马来西亚和印尼还分别设有办事处
0,0,0,0,0,1,这项新基金将毛细管技术从投资者那里筹集到目前的1亿多美元
1,0,0,0,0,0,其他投资者包括InnoVenCapital、NorwestVenturePartners和美国运通公司AmericanExpressVentures
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,帮助车主、企业、以及运输商解决物流效率低下和安全性较差的问题
1,1,1,1,1,1,wechuangye了解到，车联网综合汽车管理创企LocoNav宣布获得了一笔342万美元的A轮融资，领投方为红杉资本，参投方包括了PaperVC和一批天使投资人
0,0,0,0,0,0,此前，该公司曾获得过一笔9万美元的种子轮融资，目前融资总金额已超过350万美元
0,1,0,0,1,0,wechuangye还了解到，LocoNav公司的前身是BabaTrucks，一个帮助卡车和车队与客户连接的平台，后来随着业务发展，逐渐扩大成为了一个综合车辆管理平台
0,1,0,0,1,0,凭借其专利技术，结合智能分析和车联网支持，LocoNav可以帮助车主、企业、以及运输商解决物流效率低下和安全性较差的问题
0,1,0,0,0,0,该公司对旗下合作的每一辆汽车都安装了GPS车联网设备，结合LocoNav的移动应用，车主和客户可以实时了解车辆状况，而且还会获得车辆速度、方向等信息的通知
0,0,0,0,0,0,更重要的是，车辆一旦发生紧急情况，就会触发智能警报并告知车主
0,1,0,0,1,0,除此之外，LocoNav还提供车辆历史数据的交互式分析热图，如果用户需要了解更多信息，还可以购买更多传感器来测量车辆动态
,,,,,,;;;;;;;;;;
0,1,1,0,1,0,人工智能创业公司Graphcore获5000万美元融资
1,1,1,0,1,1,总部位于欧洲的创业公司 Graphcore日前宣布获得了5000万美元新一笔融资，这笔资金由红杉资本领投
0,1,0,0,1,0,与其它创业公司类似，Graphcore正在重新思考AI计算在实际底物水平的工作方式
0,0,0,0,0,0,该公司CEO CEONigelToon说
0,0,0,0,0,0,这真的能让我们扩大规模，我们已经制定了一份蓝图，我们可以推动相关产品的发展
0,1,0,0,1,0,Graphcore的核心产品是该公司所谓的智能处理器单元intelligenceprocessorunit，它被设计用来进行机器学习所需的快速计算，在最短的时间内以最少的功耗运行成千上万的权重
0,1,0,0,0,0,TAGSAIGraphcore融资
0,1,0,0,0,0,TAGSAIGraphcore融资上一篇阿里文娱董事长俞永福否认将离职创业，称不会离开下一篇Google解读Pixel2视频拍摄防抖技术中的奥秘StevenLeeMaytheforcebewithyou.——liyichenattechnodedotcom
0,0,0,0,0,0,关注Apple、Alphabet、Facebook等大公司动态
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,让企业不再为复杂的报税流程苦恼
1,1,1,1,1,0,wechuangye了解到，全功能税务服务移动平台OnlinePajak宣布获得了一笔350万美元的A轮融资，投资方为AlphaJWCVentures，参投方为红杉资本
0,0,0,0,0,0,wechuangye还了解到，对于很多中小企业和个体户而言，最让人心烦的就是每个一段时间就要到税务局报税，而且为了满足不同税种的需求，还要填写大量纸质表格，十分繁琐
0,1,0,0,1,0,为了解决这个行业痛点，OnlinePajak推出了一站式移动报税解决方案，可以把税款计算、提交税务报表，填写申请表格，以及支付税款等操作都集中到一个平台上，让企业不用再麻烦处理不同的流程
0,0,0,0,0,0,据悉，其客户包括阿里巴巴投资的电商平台Tokpedia，共享驾乘初创公司Go-Jek，以及华为海外公司和印度移动运营商Telkmsel
0,0,0,0,0,0,此外，该公司还推出了免费和付费两个版本应用，免费版提供了一些基础报税服务，而增值付费版则提供了全方位的业务服务
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,有些人喜欢在生活中搜集一些东西——如邮票、漫画书和棒球卡片等
0,1,0,0,0,0,这些都是实体的东西，而Quidd想要提供一个在线市场，让用户可以在里面交易一些稀有的数字产品，包括表情、动图和3D玩具等
1,1,1,1,1,1,似乎这个想法听起来就非常有利可图，今日Quidd宣布获1300万美元A轮融资，由著名风投公司红杉资本领投
0,0,0,0,0,0,在我们所生活的世界里，大部分东西都能轻易得到
0,0,0,0,1,0,比如，一款Snapchat的滤镜可能已经烂大街了，因为每个人都能使用它
0,0,0,0,0,0,公司的联合创始人兼首席执政官MichaelBramlage在采访中说道
0,0,0,0,0,0,他和另一位联合创始人ErichWood想要为那些获取难度较高的数字商品打造一个市场，从而创造出一种搜集者的心理
0,0,0,0,0,0,这家公司于2015年成立在纽约，目前拥有30名员工
0,1,0,0,0,0,Quidd表示自己已经销售了10亿多件连载式的商品，用户数量超过300万
0,1,0,0,0,0,用户可以在iOS和安卓平台上免费下载Quidd的应用，建立自己的档案，接着就可以开始购买数字商品
0,0,0,0,0,0,商品的价格从高到低，应有尽有，一个表情包可能只要3美分，一个高品质的数字玩具可能要30美元
0,0,0,0,0,0,用户彼此之间可以自行聊天和交易
0,0,0,0,0,0,Bramlage表示，公司用户的年龄跨度也很大，它最受Z世代和千禧一代的欢迎
0,1,0,0,1,0,这家创企表示，用户主要会在Quidd平台上购买、交易、搜集和展示自己的物品
0,0,0,0,0,0,另外，他们也可以将表情分享到iMessage的聊天中
0,1,0,0,1,0,Quidd已经和一些媒体娱乐公司建立了合作，以提供更多种类的数字商品
0,0,0,1,0,0,公司声称已经主持了500多万笔交易，其中包括HBO和漫威娱乐的6000多万件商品
0,0,0,0,0,0,粉丝们能在平台上找到权利的游戏、雷神、蜘蛛侠和瑞克和莫蒂等影视作品相关的数字产品
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,帮助投资者更加放心地推动投资策略
1,1,1,1,1,1,wechuangye了解到，总部位于新加坡的投资研究及分析平台Smartkarma宣布获得了一笔1350万美元的B轮融资，领投方为红杉资本，参投方包括SpringSEEDSCapital和WavemakerPartners
0,0,0,0,0,0,截至目前，该公司的融资总金额达到了2100万美元
0,1,0,0,1,0,wechuangye还了解到，Smartkarma是一个为专业投资人提供亚洲企业专业投资研究服务的独立平台，从根本上对市场参与者创造、分配和消费投资提供见解分析
0,0,0,0,0,0,作为一个值得信赖和公正的投资信息来源，该公司主要为亚洲市场提供差异化行业分析研究和透明度分析，帮助全球个体和机构投资人积极推动其投资策略
0,1,0,0,0,0,Smartkarma将来自全球顶级市场分析师，学者，数据科学家和行业专家整合到了一个平台上，帮助投资者提升投资效率，提高投资回报，优化投资支出
0,0,0,0,0,0,现阶段，该公司的收入模式是订阅收取年费，年度服务订阅起价为每用户7500美元
0,0,0,0,0,0,据悉，得益于本轮融资，该公司计划拓展全球市场，并且计划在德国和纽约开设新办事处
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,手续简便易行
0,0,0,0,0,0,据外媒消息，
1,1,1,1,1,1,wechuangye了解到，黄金质押网贷初创公司Rupeek宣布获得了一笔1200万美元的早期阶段融资，联合领投方为AccelIndia和专注于金融创新的风投LokCapital，参投方为红杉资本印度
0,0,0,0,0,0,本轮融资之后，该公司估值预计将达到4000-4500万美元
0,0,0,0,1,0,wechuangye还了解到，黄金质押贷款是指借款人以可在黄金交易所交易且交割的标准金作质押，从银行获得信贷资金的一种贷款方式
0,0,0,0,0,0,这家初创公司与非银行金融公司合作，在市场上以最实惠的利率提供贷款解决方案，旨在为借款人提供最好的客户体验
0,1,0,0,1,0,Rupeek公司目前单月贷款组合收入已经达到了100万美元，而且正在不断增加中
0,1,0,0,0,0,Rupeek公司还推出了一款面向消费者的移动应用程序，可提供个性化黄金产品、及其他贵金属商品投资
0,0,0,0,0,0,此外，该公司旗下还有多个运营中心，客户可以在那里直接兑换黄金，并且获得为期一年的黄金贷款所有权
,,,,,,;;;;;;;;;;
1,0,0,0,0,0,硅谷风投大咖TimDraper也参与了本轮融资
1,1,1,1,1,1,wechuangye了解到，总部位于新加坡的时尚电商平台Zilingo宣布获得了一笔1700万美元的B轮融资，联合领投方为红杉资本和BurdaPrincipalInvestment德国出版业巨头HubertBurdaMedia旗下风投，参投方包括BEENEXT，VenturraCapital，Wavemakerpartners，SusquehannaInternationalGroup，以及IDG印度创始人ManikArora和硅谷风投大咖TimDraper
0,0,0,0,0,0,截至目前，该公司的融资总金额已经达到了2688万美元
0,1,0,0,1,0,wechuangye还了解到，Zilingo公司希望帮助小型独立卖家把时尚商品搬到线上，该平台提供移动应用，支持产品清单，库存管理，预约取货，以及全天候客服等
0,0,0,0,0,0,在上一财年中，该公司的业务收入增长了十倍，其平台商户数量已经超过了5000家
0,0,0,0,1,0,最近他们又新增了柬埔寨、中国、韩国和越南等国家的供应商，目前可在亚太地区八个国家发货
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,共乘服务给工作忙碌的家长带来了许多便利，但在孩子年满18岁之前，他们并不能让孩子单独乘坐Uber
0,0,0,0,1,0,多家创企盯上这一商业机遇，提出了儿童版Uber的概念，也就是派一辆专车把孩子从学校接到足球队或家里
0,0,0,0,0,0,这些创企包括HopSkipDrive，Shuddle现已倒闭等等
0,1,0,0,1,0,近日，一家名叫Züm的创企开始吸引市场的目光
1,0,1,1,0,1,2016年年初隆重登场后，该公司日前又获得红杉资本领投的550万美元A轮融资
1,1,0,0,0,0,红杉资本的BryanSchreier说，Züm想要成为忙碌家庭的一站式服务平台，而他们除了擅长跟家长打交道，在和学校沟通方面也非常顺利
0,1,0,0,0,0,和学校合作也是Züm和竞争对手区分开来的优势，目前，该公司在旧金山湾区和橘郡的合作学校超过800所，未来还将推出校车服务，给孩子们带来更多便利
0,0,0,0,0,0,由于所提供的是儿童接送服务，该公司CEORituNarayan说，因为我们聘用的是固定司机，因而家长们可以更加信任我们，孩子们也更加安全
0,1,0,0,0,0,Züm在招聘时，喜欢选择拥有儿童照管经验的人，比方说保姆、护士、老师等等
0,1,0,0,0,0,Züm希望用户不止把他们看作接送孩子的人
0,0,0,0,0,0,该公司单次接送费为16美元，每托管15分钟收费6美元也提供按月付费服务
0,0,0,0,0,0,Narayan透露，他们计划用这一轮融资进军更多市场，招聘更多营销、运营和工程人员
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,环球科技综合报道记者张之颖在人工智能、大数据的创业浪潮之下，最近又有一家AI新创公司展露头角
0,1,0,0,0,0,这家拥有华人脸孔的悉尼公司是HyperAnna
0,0,1,0,0,0,最新消息指出，他们已经筹集了1600万澳币的A轮资金，折合约人民币8500万，将用于促进该公司进行全球扩张
0,0,0,0,0,0,这是一家什么样的公司
0,0,0,0,0,0,安娜是这家公司的核心灵魂，她是一位虚拟数据科学家,能针对金融服务相关的部门，提供基于自然语言需求的商业智能,,,,,,,,
0,0,0,0,0,0,换句话说，她可以帮助企业在无需数据专家的支持下，获得更有价值的业务分析，让他们更好地制定决策
0,1,0,0,0,0,该公司联合创始人是NatalieNguyen、SamZheng、以及KentTian三位数据科学专家，他们创立HyperAnna的目的是希望让数据收集的交互变得简单、成本更低，并获得更好的分析效果
0,0,0,0,0,0,NatalieNguyen表示，市场上许多公司，现在都苦于找到适合的数据科学家为其提供分析和洞见
0,1,0,0,1,0,企业用户与HyperAnna有三种交互方式
0,0,0,0,0,0,第一，可以直接登陆网站，把分析数据直接导入HyperAnna工具，并在线上咨询问题
0,0,0,0,0,0,第二，可以利用电子邮件，只需在邮件中抄送Anna，它就会回复你所需的数据
0,1,0,0,0,0,第三通过文本在HyperAnna平台上进行数据分析交互
0,0,0,0,0,0,例如，某用户给同事发了一封电子邮件，让他们知道下午两点会召开销售业绩会议，他在邮件中抄送了Anna，Anna就会读取电子邮件，智能地了解背景情况，把相关业绩数据抽取出来，通过电子邮件发送给参会人员
0,0,0,0,0,0,得益于机器学习技术，Anna的数据分析能力会随着时间变得越来越智能
1,0,0,1,0,0,这笔资金是由红杉中国牵头，其他重要投资方包括Airtree风险投资、WestpacReinventure和IAGFiremark风险投资公司
0,0,0,1,0,0,其中，WestpacReinventure和IAGFiremark风投都是超级安娜的顾客
0,1,0,0,0,0,去年HyperAnna才获得天使轮投资，紧接着在今年获得A轮投资
0,0,0,0,0,0,这笔A轮资金将用于公司在香港、新加坡、中国和美国的扩张
0,0,0,0,0,0,其香港办事处将于9月开业
0,0,0,0,0,0,进入这些市场，也使得人工智能软件必须进入新的语言和文化
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,计划利用这笔融资将业务拓展到智能家居产品维修业务
0,0,0,0,0,0,据外媒消息，
1,1,1,1,1,1,wechuangye了解到，总部位于美国旧金山的智能手机维修服务提供商CellSavers宣布获得了一笔2500万美元的B轮融资，领投方为RedDotCapitalPartners，参投方包括CarmelVentures、KreosCapital、MaverickVenturesIsrael，以及三星旗下SamsungNEXT和红杉资本
0,0,0,0,0,0,截至目前，该公司的融资总金额已经达到了4300万美元
0,1,0,0,1,0,wechuangye还了解到，本轮融资之后，CellSavers将会把品牌和公司名称改为Puls，并且继续推进其快速响应的智能手机上门维修和安装服务
0,0,0,0,0,0,Puls公司旗下拥有一批技术娴熟的工作人员目前约有1000多人，用户只需告知设备类型和问题，并且输入维修地点之后，就能够在30分钟之内享受到上门维修服务
0,0,0,0,0,0,据悉，该公司计划利用这笔融资将业务拓展到智能家居产品维修上，预计到2023年，全球智能家居市场年复合增长率将达到13%，规模也会达到1380亿美元
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,确保容器中的内容安全
0,0,0,0,0,0,据外媒路透社消息，
1,1,1,0,1,1,wechuangye了解到，总部位于美国加州山景城的神秘网络安全初创公司StackRox宣布获得了一笔1400万美元的A轮融资，投资方为知名风投红杉资本
0,0,0,0,0,0,据悉，该公司的创始人是前奥巴马政府的白宫网络安全部高级总监Bhalotra
0,1,0,0,1,0,wechuangye还了解到，StackRox公司称，其开发的产品软件能够确保容器中的内容安全，帮助在单个操作系统知识的多个应用程序更加高效地运行
0,0,0,0,0,0,实际上，容器是一种服务程序，在服务器一个端口就有对应提供相关服务的程序，来处理客户端发出的请求，最典型的例子就是Tomcat容器
0,0,0,0,0,0,该公司表示，目前他们已经获得了不少企业客户，涉足金融、媒体和科技等行业，此外美国联邦政府也是其客户之一
0,1,0,0,1,0,得益于这笔最新融资，StackRox计划扩大产品及销售团队规模
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,集中式供应链管理，最受电商企业欢迎
0,0,0,0,0,0,据外媒消息，
1,1,1,1,1,1,wechuangye了解到，总部位于印度班加罗尔的供应链技术解决方案提供商Increff宣布获得了一笔1.3亿印度卢比约合200万美元的种子轮融资，领投方为红杉资本，参投方包括仓储机器人自动化公司GreyOrange和一批天使投资人
0,1,0,0,1,0,wechuangye还了解到，Increff公司开发了一个供应链管理平台，能够帮助品牌商，电子商务零售商，以及仓库运营商制定和管理商品销售和定价，智能分析业务流程，并且提供订单处理技术和服务
0,0,0,0,0,0,此外，该平台还能根据库存资金情况帮助客户调动运营资金，并提供产品集中编目服务
0,0,0,0,0,0,现阶段，其客户包括自动化仓储公司GreyOrange，内衣电商Zivame，时尚电商Abof、BrandStudioLifestylePvtLtd和CampusSutra
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,如果你听说，风险投资者正在将数千万的资金投入到存储中，你可能会认为是云存储或闪存存储
0,1,0,0,0,0,但是，这并不是我们正在讨论的Clutter的那种存储方式
0,0,0,0,0,0,这家总部位于洛杉矶的初创公司，主要是帮助客户存储物品，比如衣物和家具等等
1,0,1,1,0,1,近日，该公司完成了6400万美元的C轮融资，英国的Atomico领投，红杉资本、谷歌风投和FifthWall参投
0,1,0,0,1,0,Clutter的服务主要是，按需收取、运送，并存储用户的物品
0,0,0,0,0,0,公司的目的，就是为了让用户的所有物能够尽可能方便地存储起来
0,0,0,0,0,0,听起来很熟悉吧
0,0,0,0,0,0,因为市面上有许多拥有类似服务的公司，比如MakeSpace，Omni，以及Trove
0,0,0,0,0,0,并且，这些公司都拿到了金额不等的融资，可见市场潜力极大
1,0,0,1,0,0,红杉资本合伙人OmarHamoui表示
0,0,0,0,0,0,物品存储行业暂时还没有被科技过于优化或改进
0,0,0,0,0,0,因此，很多公司都有机会能够一展抱负
0,0,0,0,0,0,事实证明，人们常常会囤积很多东西，但是他们并不喜欢跑到仓库去一件一件地取出来
0,0,0,0,0,0,因此，如果能够让他们通过一个按钮，就能直接把自己想要的东西放到手边，无疑对他们吸引力十足
0,0,0,0,0,0,另外，由于这些公司都是把物品存储在比较偏远的地区，这就省去了用户以及公司本身的一大笔租赁成本
0,1,0,0,0,0,然而，Clutter坚称他们与其他初创公司有所不同，因为他们的单位经济体模式更先进
0,0,0,0,1,0,创始人AirMir说道
0,0,0,0,0,0,不仅每个用户都能带来利润
0,0,0,0,0,0,而且每当业务入驻一个城市时，公司都能获得毛利润
0,0,0,0,0,0,不过，虽然公司营收达数千万美元，但是整体并不盈利
0,0,0,0,0,0,现阶段，公司的重心主要在于扩张业务到新的城市点
0,0,0,0,0,0,据了解，他们已经在洛杉矶、旧金山、纽约、新泽西、芝加哥、西雅图、圣巴巴拉、圣地亚哥和奥兰治县开展了业务
0,0,0,0,1,0,如今，他们把视野放在了国际市场中，这也是他们和Atomico合作的原因之一
